day;region;team;elo
59;LCK;Griffin;2538.7
59;LCK;Afreeca Freecs;2610.7
59;LCK;Hanwha Life Esports;2581.0
59;LCK;DRX;2656.1
59;LCK;Team Dynamics;
59;LCK;SeolHaeOne Prince;
60;LCK;T1;2711.7
60;LCK;DAMWON Gaming;2593.1
60;LCK;KT Rolster;2570.3
60;LCK;Gen.G;2698.6
60;LCK;SANDBOX Gaming;2538.1
60;LCK;APK Prince;2510.7
60;LCK;Griffin;2538.7
60;LCK;Afreeca Freecs;2629.5
60;LCK;Hanwha Life Esports;2553.2
60;LCK;DRX;2656.1
60;LCK;Team Dynamics;
60;LCK;SeolHaeOne Prince;
61;LCK;T1;2711.7
61;LCK;DAMWON Gaming;2593.1
61;LCK;KT Rolster;2570.3
61;LCK;Gen.G;2711.3
61;LCK;SANDBOX Gaming;2538.1
61;LCK;APK Prince;2498.0
61;LCK;Griffin;2521.8
61;LCK;Afreeca Freecs;2629.5
61;LCK;Hanwha Life Esports;2553.2
61;LCK;DRX;2673.0
61;LCK;Team Dynamics;
61;LCK;SeolHaeOne Prince;
62;LCK;T1;2711.7
62;LCK;DAMWON Gaming;2593.1
62;LCK;KT Rolster;2570.3
62;LCK;Gen.G;2711.3
62;LCK;SANDBOX Gaming;2538.1
62;LCK;APK Prince;2498.0
62;LCK;Griffin;2521.8
62;LCK;Afreeca Freecs;2629.5
62;LCK;Hanwha Life Esports;2553.2
62;LCK;DRX;2673.0
62;LCK;Team Dynamics;
62;LCK;SeolHaeOne Prince;
63;LCK;T1;2711.7
63;LCK;DAMWON Gaming;2593.1
63;LCK;KT Rolster;2570.3
63;LCK;Gen.G;2711.3
63;LCK;SANDBOX Gaming;2538.1
63;LCK;APK Prince;2498.0
63;LCK;Griffin;2521.8
63;LCK;Afreeca Freecs;2629.5
63;LCK;Hanwha Life Esports;2553.2
63;LCK;DRX;2673.0
63;LCK;Team Dynamics;
63;LCK;SeolHaeOne Prince;
64;LCK;T1;2711.7
64;LCK;DAMWON Gaming;2573.8
64;LCK;KT Rolster;2570.3
64;LCK;Gen.G;2711.3
64;LCK;SANDBOX Gaming;2538.1
64;LCK;APK Prince;2526.9
64;LCK;Griffin;2521.8
64;LCK;Afreeca Freecs;2629.5
64;LCK;Hanwha Life Esports;2524.3
64;LCK;DRX;2692.3
64;LCK;Team Dynamics;
64;LCK;SeolHaeOne Prince;
65;LCK;T1;2688.6
65;LCK;DAMWON Gaming;2573.8
65;LCK;KT Rolster;2570.3
65;LCK;Gen.G;2724.8
65;LCK;SANDBOX Gaming;2524.6
65;LCK;APK Prince;2526.9
65;LCK;Griffin;2521.8
65;LCK;Afreeca Freecs;2652.6
65;LCK;Hanwha Life Esports;2524.3
65;LCK;DRX;2692.3
65;LCK;Team Dynamics;
65;LCK;SeolHaeOne Prince;
66;LCK;T1;2688.6
66;LCK;DAMWON Gaming;2573.8
66;LCK;KT Rolster;2586.4
66;LCK;Gen.G;2724.8
66;LCK;SANDBOX Gaming;2524.6
66;LCK;APK Prince;2526.9
66;LCK;Griffin;2505.7
66;LCK;Afreeca Freecs;2652.6
66;LCK;Hanwha Life Esports;2524.3
66;LCK;DRX;2692.3
66;LCK;Team Dynamics;
66;LCK;SeolHaeOne Prince;
67;LCK;T1;2688.6
67;LCK;DAMWON Gaming;2573.8
67;LCK;KT Rolster;2586.4
67;LCK;Gen.G;2724.8
67;LCK;SANDBOX Gaming;2524.6
67;LCK;APK Prince;2526.9
67;LCK;Griffin;2505.7
67;LCK;Afreeca Freecs;2652.6
67;LCK;Hanwha Life Esports;2524.3
67;LCK;DRX;2692.3
67;LCK;Team Dynamics;
67;LCK;SeolHaeOne Prince;
68;LCK;T1;2688.6
68;LCK;DAMWON Gaming;2573.8
68;LCK;KT Rolster;2586.4
68;LCK;Gen.G;2724.8
68;LCK;SANDBOX Gaming;2524.6
68;LCK;APK Prince;2526.9
68;LCK;Griffin;2505.7
68;LCK;Afreeca Freecs;2652.6
68;LCK;Hanwha Life Esports;2524.3
68;LCK;DRX;2692.3
68;LCK;Team Dynamics;
68;LCK;SeolHaeOne Prince;
69;LCK;T1;2688.6
69;LCK;DAMWON Gaming;2573.8
69;LCK;KT Rolster;2586.4
69;LCK;Gen.G;2724.8
69;LCK;SANDBOX Gaming;2524.6
69;LCK;APK Prince;2526.9
69;LCK;Griffin;2505.7
69;LCK;Afreeca Freecs;2652.6
69;LCK;Hanwha Life Esports;2524.3
69;LCK;DRX;2692.3
69;LCK;Team Dynamics;
69;LCK;SeolHaeOne Prince;
70;LCK;T1;2688.6
70;LCK;DAMWON Gaming;2573.8
70;LCK;KT Rolster;2586.4
70;LCK;Gen.G;2724.8
70;LCK;SANDBOX Gaming;2524.6
70;LCK;APK Prince;2526.9
70;LCK;Griffin;2505.7
70;LCK;Afreeca Freecs;2652.6
70;LCK;Hanwha Life Esports;2524.3
70;LCK;DRX;2692.3
70;LCK;Team Dynamics;
70;LCK;SeolHaeOne Prince;
71;LCK;T1;2688.6
71;LCK;DAMWON Gaming;2573.8
71;LCK;KT Rolster;2586.4
71;LCK;Gen.G;2724.8
71;LCK;SANDBOX Gaming;2524.6
71;LCK;APK Prince;2526.9
71;LCK;Griffin;2505.7
71;LCK;Afreeca Freecs;2652.6
71;LCK;Hanwha Life Esports;2524.3
71;LCK;DRX;2692.3
71;LCK;Team Dynamics;
71;LCK;SeolHaeOne Prince;
72;LCK;T1;2688.6
72;LCK;DAMWON Gaming;2573.8
72;LCK;KT Rolster;2586.4
72;LCK;Gen.G;2724.8
72;LCK;SANDBOX Gaming;2524.6
72;LCK;APK Prince;2526.9
72;LCK;Griffin;2505.7
72;LCK;Afreeca Freecs;2652.6
72;LCK;Hanwha Life Esports;2524.3
72;LCK;DRX;2692.3
72;LCK;Team Dynamics;
72;LCK;SeolHaeOne Prince;
73;LCK;T1;2688.6
73;LCK;DAMWON Gaming;2573.8
73;LCK;KT Rolster;2586.4
73;LCK;Gen.G;2724.8
73;LCK;SANDBOX Gaming;2524.6
73;LCK;APK Prince;2526.9
73;LCK;Griffin;2505.7
73;LCK;Afreeca Freecs;2652.6
73;LCK;Hanwha Life Esports;2524.3
73;LCK;DRX;2692.3
73;LCK;Team Dynamics;
73;LCK;SeolHaeOne Prince;
74;LCK;T1;2688.6
74;LCK;DAMWON Gaming;2573.8
74;LCK;KT Rolster;2586.4
74;LCK;Gen.G;2724.8
74;LCK;SANDBOX Gaming;2524.6
74;LCK;APK Prince;2526.9
74;LCK;Griffin;2505.7
74;LCK;Afreeca Freecs;2652.6
74;LCK;Hanwha Life Esports;2524.3
74;LCK;DRX;2692.3
74;LCK;Team Dynamics;
74;LCK;SeolHaeOne Prince;
75;LCK;T1;2688.6
75;LCK;DAMWON Gaming;2573.8
75;LCK;KT Rolster;2586.4
75;LCK;Gen.G;2724.8
75;LCK;SANDBOX Gaming;2524.6
75;LCK;APK Prince;2526.9
75;LCK;Griffin;2505.7
75;LCK;Afreeca Freecs;2652.6
75;LCK;Hanwha Life Esports;2524.3
75;LCK;DRX;2692.3
75;LCK;Team Dynamics;
75;LCK;SeolHaeOne Prince;
76;LCK;T1;2688.6
76;LCK;DAMWON Gaming;2573.8
76;LCK;KT Rolster;2586.4
76;LCK;Gen.G;2724.8
76;LCK;SANDBOX Gaming;2524.6
76;LCK;APK Prince;2526.9
76;LCK;Griffin;2505.7
76;LCK;Afreeca Freecs;2652.6
76;LCK;Hanwha Life Esports;2524.3
76;LCK;DRX;2692.3
76;LCK;Team Dynamics;
76;LCK;SeolHaeOne Prince;
77;LCK;T1;2688.6
77;LCK;DAMWON Gaming;2573.8
77;LCK;KT Rolster;2586.4
77;LCK;Gen.G;2724.8
77;LCK;SANDBOX Gaming;2524.6
77;LCK;APK Prince;2526.9
77;LCK;Griffin;2505.7
77;LCK;Afreeca Freecs;2652.6
77;LCK;Hanwha Life Esports;2524.3
77;LCK;DRX;2692.3
77;LCK;Team Dynamics;
77;LCK;SeolHaeOne Prince;
78;LCK;T1;2688.6
78;LCK;DAMWON Gaming;2573.8
78;LCK;KT Rolster;2586.4
78;LCK;Gen.G;2724.8
78;LCK;SANDBOX Gaming;2524.6
78;LCK;APK Prince;2526.9
78;LCK;Griffin;2505.7
78;LCK;Afreeca Freecs;2652.6
78;LCK;Hanwha Life Esports;2524.3
78;LCK;DRX;2692.3
78;LCK;Team Dynamics;
78;LCK;SeolHaeOne Prince;
79;LCK;T1;2688.6
79;LCK;DAMWON Gaming;2573.8
79;LCK;KT Rolster;2586.4
79;LCK;Gen.G;2724.8
79;LCK;SANDBOX Gaming;2524.6
79;LCK;APK Prince;2526.9
79;LCK;Griffin;2505.7
79;LCK;Afreeca Freecs;2652.6
79;LCK;Hanwha Life Esports;2524.3
79;LCK;DRX;2692.3
79;LCK;Team Dynamics;
79;LCK;SeolHaeOne Prince;
80;LCK;T1;2688.6
80;LCK;DAMWON Gaming;2573.8
80;LCK;KT Rolster;2586.4
80;LCK;Gen.G;2724.8
80;LCK;SANDBOX Gaming;2524.6
80;LCK;APK Prince;2526.9
80;LCK;Griffin;2505.7
80;LCK;Afreeca Freecs;2652.6
80;LCK;Hanwha Life Esports;2524.3
80;LCK;DRX;2692.3
80;LCK;Team Dynamics;
80;LCK;SeolHaeOne Prince;
81;LCK;T1;2688.6
81;LCK;DAMWON Gaming;2573.8
81;LCK;KT Rolster;2586.4
81;LCK;Gen.G;2724.8
81;LCK;SANDBOX Gaming;2524.6
81;LCK;APK Prince;2526.9
81;LCK;Griffin;2505.7
81;LCK;Afreeca Freecs;2652.6
81;LCK;Hanwha Life Esports;2524.3
81;LCK;DRX;2692.3
81;LCK;Team Dynamics;
81;LCK;SeolHaeOne Prince;
82;LCK;T1;2688.6
82;LCK;DAMWON Gaming;2573.8
82;LCK;KT Rolster;2586.4
82;LCK;Gen.G;2724.8
82;LCK;SANDBOX Gaming;2524.6
82;LCK;APK Prince;2526.9
82;LCK;Griffin;2505.7
82;LCK;Afreeca Freecs;2652.6
82;LCK;Hanwha Life Esports;2524.3
82;LCK;DRX;2692.3
82;LCK;Team Dynamics;
82;LCK;SeolHaeOne Prince;
83;LCK;T1;2688.6
83;LCK;DAMWON Gaming;2573.8
83;LCK;KT Rolster;2586.4
83;LCK;Gen.G;2724.8
83;LCK;SANDBOX Gaming;2524.6
83;LCK;APK Prince;2526.9
83;LCK;Griffin;2505.7
83;LCK;Afreeca Freecs;2652.6
83;LCK;Hanwha Life Esports;2524.3
83;LCK;DRX;2692.3
83;LCK;Team Dynamics;
83;LCK;SeolHaeOne Prince;
84;LCK;T1;2688.6
84;LCK;DAMWON Gaming;2573.8
84;LCK;KT Rolster;2586.4
84;LCK;Gen.G;2724.8
84;LCK;SANDBOX Gaming;2524.6
84;LCK;APK Prince;2526.9
84;LCK;Griffin;2505.7
84;LCK;Afreeca Freecs;2652.6
84;LCK;Hanwha Life Esports;2524.3
84;LCK;DRX;2692.3
84;LCK;Team Dynamics;
84;LCK;SeolHaeOne Prince;
85;LCK;T1;2688.6
85;LCK;DAMWON Gaming;2555.7
85;LCK;KT Rolster;2604.5
85;LCK;Gen.G;2735.8
85;LCK;SANDBOX Gaming;2524.6
85;LCK;APK Prince;2526.9
85;LCK;Griffin;2494.7
85;LCK;Afreeca Freecs;2652.6
85;LCK;Hanwha Life Esports;2551.5
85;LCK;DRX;2665.1
85;LCK;Team Dynamics;
85;LCK;SeolHaeOne Prince;
86;LCK;T1;2702.7
86;LCK;DAMWON Gaming;2542.6
86;LCK;KT Rolster;2604.5
86;LCK;Gen.G;2748.9
86;LCK;SANDBOX Gaming;2558.4
86;LCK;APK Prince;2512.8
86;LCK;Griffin;2494.7
86;LCK;Afreeca Freecs;2618.8
86;LCK;Hanwha Life Esports;2551.5
86;LCK;DRX;2665.1
86;LCK;Team Dynamics;
86;LCK;SeolHaeOne Prince;
87;LCK;T1;2725.0
87;LCK;DAMWON Gaming;2542.6
87;LCK;KT Rolster;2625.7
87;LCK;Gen.G;2748.9
87;LCK;SANDBOX Gaming;2573.8
87;LCK;APK Prince;2512.8
87;LCK;Griffin;2479.3
87;LCK;Afreeca Freecs;2618.8
87;LCK;Hanwha Life Esports;2530.3
87;LCK;DRX;2642.8
87;LCK;Team Dynamics;
87;LCK;SeolHaeOne Prince;
88;LCK;T1;2725.0
88;LCK;DAMWON Gaming;2565.5
88;LCK;KT Rolster;2625.7
88;LCK;Gen.G;2765.0
88;LCK;SANDBOX Gaming;2573.8
88;LCK;APK Prince;2489.9
88;LCK;Griffin;2465.3
88;LCK;Afreeca Freecs;2602.7
88;LCK;Hanwha Life Esports;2530.3
88;LCK;DRX;2656.8
88;LCK;Team Dynamics;
88;LCK;SeolHaeOne Prince;
89;LCK;T1;2734.2
89;LCK;DAMWON Gaming;2565.5
89;LCK;KT Rolster;2643.2
89;LCK;Gen.G;2765.0
89;LCK;SANDBOX Gaming;2542.9
89;LCK;APK Prince;2520.8
89;LCK;Griffin;2465.3
89;LCK;Afreeca Freecs;2585.2
89;LCK;Hanwha Life Esports;2521.1
89;LCK;DRX;2656.8
89;LCK;Team Dynamics;
89;LCK;SeolHaeOne Prince;
90;LCK;T1;2734.2
90;LCK;DAMWON Gaming;2565.5
90;LCK;KT Rolster;2643.2
90;LCK;Gen.G;2765.0
90;LCK;SANDBOX Gaming;2542.9
90;LCK;APK Prince;2520.8
90;LCK;Griffin;2465.3
90;LCK;Afreeca Freecs;2585.2
90;LCK;Hanwha Life Esports;2521.1
90;LCK;DRX;2656.8
90;LCK;Team Dynamics;
90;LCK;SeolHaeOne Prince;
91;LCK;T1;2734.2
91;LCK;DAMWON Gaming;2565.5
91;LCK;KT Rolster;2643.2
91;LCK;Gen.G;2765.0
91;LCK;SANDBOX Gaming;2542.9
91;LCK;APK Prince;2520.8
91;LCK;Griffin;2465.3
91;LCK;Afreeca Freecs;2585.2
91;LCK;Hanwha Life Esports;2521.1
91;LCK;DRX;2656.8
91;LCK;Team Dynamics;
91;LCK;SeolHaeOne Prince;
92;LCK;T1;2754.6
92;LCK;DAMWON Gaming;2565.5
92;LCK;KT Rolster;2653.1
92;LCK;Gen.G;2744.6
92;LCK;SANDBOX Gaming;2530.1
92;LCK;APK Prince;2520.8
92;LCK;Griffin;2455.4
92;LCK;Afreeca Freecs;2585.2
92;LCK;Hanwha Life Esports;2521.1
92;LCK;DRX;2669.6
92;LCK;Team Dynamics;
92;LCK;SeolHaeOne Prince;
93;LCK;T1;2754.6
93;LCK;DAMWON Gaming;2587.3
93;LCK;KT Rolster;2629.3
93;LCK;Gen.G;2744.6
93;LCK;SANDBOX Gaming;2530.1
93;LCK;APK Prince;2550.4
93;LCK;Griffin;2455.4
93;LCK;Afreeca Freecs;2555.6
93;LCK;Hanwha Life Esports;2499.3
93;LCK;DRX;2693.4
93;LCK;Team Dynamics;
93;LCK;SeolHaeOne Prince;
94;LCK;T1;2760.3
94;LCK;DAMWON Gaming;2610.0
94;LCK;KT Rolster;2629.3
94;LCK;Gen.G;2755.9
94;LCK;SANDBOX Gaming;2518.8
94;LCK;APK Prince;2550.4
94;LCK;Griffin;2449.7
94;LCK;Afreeca Freecs;2532.9
94;LCK;Hanwha Life Esports;2499.3
94;LCK;DRX;2693.4
94;LCK;Team Dynamics;
94;LCK;SeolHaeOne Prince;
95;LCK;T1;2760.3
95;LCK;DAMWON Gaming;2610.0
95;LCK;KT Rolster;2606.4
95;LCK;Gen.G;2726.5
95;LCK;SANDBOX Gaming;2536.5
95;LCK;APK Prince;2573.3
95;LCK;Griffin;2449.7
95;LCK;Afreeca Freecs;2532.9
95;LCK;Hanwha Life Esports;2481.6
95;LCK;DRX;2722.8
95;LCK;Team Dynamics;
95;LCK;SeolHaeOne Prince;
96;LCK;T1;2725.1
96;LCK;DAMWON Gaming;2645.2
96;LCK;KT Rolster;2606.4
96;LCK;Gen.G;2726.5
96;LCK;SANDBOX Gaming;2536.5
96;LCK;APK Prince;2548.1
96;LCK;Griffin;2474.9
96;LCK;Afreeca Freecs;2504.2
96;LCK;Hanwha Life Esports;2510.3
96;LCK;DRX;2722.8
96;LCK;Team Dynamics;
96;LCK;SeolHaeOne Prince;
97;LCK;T1;2725.1
97;LCK;DAMWON Gaming;2645.2
97;LCK;KT Rolster;2606.4
97;LCK;Gen.G;2726.5
97;LCK;SANDBOX Gaming;2536.5
97;LCK;APK Prince;2548.1
97;LCK;Griffin;2474.9
97;LCK;Afreeca Freecs;2504.2
97;LCK;Hanwha Life Esports;2510.3
97;LCK;DRX;2722.8
97;LCK;Team Dynamics;
97;LCK;SeolHaeOne Prince;
98;LCK;T1;2725.1
98;LCK;DAMWON Gaming;2645.2
98;LCK;KT Rolster;2606.4
98;LCK;Gen.G;2726.5
98;LCK;SANDBOX Gaming;2536.5
98;LCK;APK Prince;2548.1
98;LCK;Griffin;2474.9
98;LCK;Afreeca Freecs;2504.2
98;LCK;Hanwha Life Esports;2510.3
98;LCK;DRX;2722.8
98;LCK;Team Dynamics;
98;LCK;SeolHaeOne Prince;
99;LCK;T1;2725.1
99;LCK;DAMWON Gaming;2608.8
99;LCK;KT Rolster;2606.4
99;LCK;Gen.G;2736.4
99;LCK;SANDBOX Gaming;2536.5
99;LCK;APK Prince;2538.2
99;LCK;Griffin;2511.3
99;LCK;Afreeca Freecs;2504.2
99;LCK;Hanwha Life Esports;2510.3
99;LCK;DRX;2722.8
99;LCK;Team Dynamics;
99;LCK;SeolHaeOne Prince;
100;LCK;T1;2737.7
100;LCK;DAMWON Gaming;2608.8
100;LCK;KT Rolster;2606.4
100;LCK;Gen.G;2736.4
100;LCK;SANDBOX Gaming;2523.9
100;LCK;APK Prince;2538.2
100;LCK;Griffin;2485.8
100;LCK;Afreeca Freecs;2529.7
100;LCK;Hanwha Life Esports;2510.3
100;LCK;DRX;2722.8
100;LCK;Team Dynamics;
100;LCK;SeolHaeOne Prince;
101;LCK;T1;2703.7
101;LCK;DAMWON Gaming;2596.0
101;LCK;KT Rolster;2640.4
101;LCK;Gen.G;2736.4
101;LCK;SANDBOX Gaming;2523.9
101;LCK;APK Prince;2538.2
101;LCK;Griffin;2485.8
101;LCK;Afreeca Freecs;2529.7
101;LCK;Hanwha Life Esports;2510.3
101;LCK;DRX;2735.6
101;LCK;Team Dynamics;
101;LCK;SeolHaeOne Prince;
102;LCK;T1;2703.7
102;LCK;DAMWON Gaming;2596.0
102;LCK;KT Rolster;2657.3
102;LCK;Gen.G;2736.4
102;LCK;SANDBOX Gaming;2507.0
102;LCK;APK Prince;2555.4
102;LCK;Griffin;2485.8
102;LCK;Afreeca Freecs;2529.7
102;LCK;Hanwha Life Esports;2493.1
102;LCK;DRX;2735.6
102;LCK;Team Dynamics;
102;LCK;SeolHaeOne Prince;
103;LCK;T1;2703.7
103;LCK;DAMWON Gaming;2596.0
103;LCK;KT Rolster;2657.3
103;LCK;Gen.G;2706.3
103;LCK;SANDBOX Gaming;2507.0
103;LCK;APK Prince;2555.4
103;LCK;Griffin;2485.8
103;LCK;Afreeca Freecs;2520.9
103;LCK;Hanwha Life Esports;2523.2
103;LCK;DRX;2744.4
103;LCK;Team Dynamics;
103;LCK;SeolHaeOne Prince;
104;LCK;T1;2703.7
104;LCK;DAMWON Gaming;2596.0
104;LCK;KT Rolster;2657.3
104;LCK;Gen.G;2706.3
104;LCK;SANDBOX Gaming;2507.0
104;LCK;APK Prince;2555.4
104;LCK;Griffin;2485.8
104;LCK;Afreeca Freecs;2520.9
104;LCK;Hanwha Life Esports;2523.2
104;LCK;DRX;2744.4
104;LCK;Team Dynamics;
104;LCK;SeolHaeOne Prince;
105;LCK;T1;2703.7
105;LCK;DAMWON Gaming;2596.0
105;LCK;KT Rolster;2657.3
105;LCK;Gen.G;2706.3
105;LCK;SANDBOX Gaming;2507.0
105;LCK;APK Prince;2555.4
105;LCK;Griffin;2485.8
105;LCK;Afreeca Freecs;2520.9
105;LCK;Hanwha Life Esports;2523.2
105;LCK;DRX;2744.4
105;LCK;Team Dynamics;
105;LCK;SeolHaeOne Prince;
106;LCK;T1;2716.6
106;LCK;DAMWON Gaming;2610.0
106;LCK;KT Rolster;2641.2
106;LCK;Gen.G;2722.4
106;LCK;SANDBOX Gaming;2493.0
106;LCK;APK Prince;2555.4
106;LCK;Griffin;2485.8
106;LCK;Afreeca Freecs;2508.0
106;LCK;Hanwha Life Esports;2523.2
106;LCK;DRX;2744.4
106;LCK;Team Dynamics;
106;LCK;SeolHaeOne Prince;
107;LCK;T1;2716.6
107;LCK;DAMWON Gaming;2610.0
107;LCK;KT Rolster;2641.2
107;LCK;Gen.G;2722.4
107;LCK;SANDBOX Gaming;2493.0
107;LCK;APK Prince;2545.9
107;LCK;Griffin;2513.5
107;LCK;Afreeca Freecs;2508.0
107;LCK;Hanwha Life Esports;2495.5
107;LCK;DRX;2753.9
107;LCK;Team Dynamics;
107;LCK;SeolHaeOne Prince;
108;LCK;T1;2716.6
108;LCK;DAMWON Gaming;2610.0
108;LCK;KT Rolster;2641.2
108;LCK;Gen.G;2722.4
108;LCK;SANDBOX Gaming;2493.0
108;LCK;APK Prince;2545.9
108;LCK;Griffin;2513.5
108;LCK;Afreeca Freecs;2508.0
108;LCK;Hanwha Life Esports;2495.5
108;LCK;DRX;2753.9
108;LCK;Team Dynamics;
108;LCK;SeolHaeOne Prince;
109;LCK;T1;2716.6
109;LCK;DAMWON Gaming;2642.7
109;LCK;KT Rolster;2608.5
109;LCK;Gen.G;2722.4
109;LCK;SANDBOX Gaming;2493.0
109;LCK;APK Prince;2545.9
109;LCK;Griffin;2513.5
109;LCK;Afreeca Freecs;2508.0
109;LCK;Hanwha Life Esports;2495.5
109;LCK;DRX;2753.9
109;LCK;Team Dynamics;
109;LCK;SeolHaeOne Prince;
110;LCK;T1;2716.6
110;LCK;DAMWON Gaming;2642.7
110;LCK;KT Rolster;2608.5
110;LCK;Gen.G;2722.4
110;LCK;SANDBOX Gaming;2493.0
110;LCK;APK Prince;2545.9
110;LCK;Griffin;2513.5
110;LCK;Afreeca Freecs;2508.0
110;LCK;Hanwha Life Esports;2495.5
110;LCK;DRX;2753.9
110;LCK;Team Dynamics;
110;LCK;SeolHaeOne Prince;
111;LCK;T1;2716.6
111;LCK;DAMWON Gaming;2622.0
111;LCK;KT Rolster;2608.5
111;LCK;Gen.G;2722.4
111;LCK;SANDBOX Gaming;2493.0
111;LCK;APK Prince;2545.9
111;LCK;Griffin;2513.5
111;LCK;Afreeca Freecs;2508.0
111;LCK;Hanwha Life Esports;2495.5
111;LCK;DRX;2774.6
111;LCK;Team Dynamics;
111;LCK;SeolHaeOne Prince;
112;LCK;T1;2716.6
112;LCK;DAMWON Gaming;2622.0
112;LCK;KT Rolster;2608.5
112;LCK;Gen.G;2722.4
112;LCK;SANDBOX Gaming;2493.0
112;LCK;APK Prince;2545.9
112;LCK;Griffin;2513.5
112;LCK;Afreeca Freecs;2508.0
112;LCK;Hanwha Life Esports;2495.5
112;LCK;DRX;2774.6
112;LCK;Team Dynamics;
112;LCK;SeolHaeOne Prince;
113;LCK;T1;2763.2
113;LCK;DAMWON Gaming;2622.0
113;LCK;KT Rolster;2608.5
113;LCK;Gen.G;2722.4
113;LCK;SANDBOX Gaming;2493.0
113;LCK;APK Prince;2545.9
113;LCK;Griffin;2513.5
113;LCK;Afreeca Freecs;2508.0
113;LCK;Hanwha Life Esports;2495.5
113;LCK;DRX;2728.0
113;LCK;Team Dynamics;
113;LCK;SeolHaeOne Prince;
114;LCK;T1;2763.2
114;LCK;DAMWON Gaming;2622.0
114;LCK;KT Rolster;2608.5
114;LCK;Gen.G;2722.4
114;LCK;SANDBOX Gaming;2493.0
114;LCK;APK Prince;2545.9
114;LCK;Griffin;2513.5
114;LCK;Afreeca Freecs;2508.0
114;LCK;Hanwha Life Esports;2495.5
114;LCK;DRX;2728.0
114;LCK;Team Dynamics;
114;LCK;SeolHaeOne Prince;
115;LCK;T1;2763.2
115;LCK;DAMWON Gaming;2622.0
115;LCK;KT Rolster;2608.5
115;LCK;Gen.G;2722.4
115;LCK;SANDBOX Gaming;2493.0
115;LCK;APK Prince;2545.9
115;LCK;Griffin;2513.5
115;LCK;Afreeca Freecs;2508.0
115;LCK;Hanwha Life Esports;2495.5
115;LCK;DRX;2728.0
115;LCK;Team Dynamics;
115;LCK;SeolHaeOne Prince;
116;LCK;T1;2816.2
116;LCK;DAMWON Gaming;2622.0
116;LCK;KT Rolster;2608.5
116;LCK;Gen.G;2669.4
116;LCK;SANDBOX Gaming;2493.0
116;LCK;APK Prince;2545.9
116;LCK;Griffin;2513.5
116;LCK;Afreeca Freecs;2508.0
116;LCK;Hanwha Life Esports;2495.5
116;LCK;DRX;2728.0
116;LCK;Team Dynamics;
116;LCK;SeolHaeOne Prince;
117;LCK;T1;2816.2
117;LCK;DAMWON Gaming;2622.0
117;LCK;KT Rolster;2608.5
117;LCK;Gen.G;2669.4
117;LCK;SANDBOX Gaming;2493.0
117;LCK;APK Prince;2545.9
117;LCK;Griffin;2513.5
117;LCK;Afreeca Freecs;2508.0
117;LCK;Hanwha Life Esports;2495.5
117;LCK;DRX;2728.0
117;LCK;Team Dynamics;
117;LCK;SeolHaeOne Prince;
118;LCK;T1;2816.2
118;LCK;DAMWON Gaming;2622.0
118;LCK;KT Rolster;2608.5
118;LCK;Gen.G;2669.4
118;LCK;SANDBOX Gaming;2493.0
118;LCK;APK Prince;2545.9
118;LCK;Griffin;2513.5
118;LCK;Afreeca Freecs;2508.0
118;LCK;Hanwha Life Esports;2495.5
118;LCK;DRX;2728.0
118;LCK;Team Dynamics;
118;LCK;SeolHaeOne Prince;
119;LCK;T1;2816.2
119;LCK;DAMWON Gaming;2622.0
119;LCK;KT Rolster;2608.5
119;LCK;Gen.G;2669.4
119;LCK;SANDBOX Gaming;2493.0
119;LCK;APK Prince;2545.9
119;LCK;Griffin;2513.5
119;LCK;Afreeca Freecs;2508.0
119;LCK;Hanwha Life Esports;2495.5
119;LCK;DRX;2728.0
119;LCK;Team Dynamics;
119;LCK;SeolHaeOne Prince;
120;LCK;T1;2816.2
120;LCK;DAMWON Gaming;2622.0
120;LCK;KT Rolster;2608.5
120;LCK;Gen.G;2669.4
120;LCK;SANDBOX Gaming;2493.0
120;LCK;APK Prince;2545.9
120;LCK;Griffin;2513.5
120;LCK;Afreeca Freecs;2508.0
120;LCK;Hanwha Life Esports;2495.5
120;LCK;DRX;2728.0
120;LCK;Team Dynamics;
120;LCK;SeolHaeOne Prince;
121;LCK;T1;2816.2
121;LCK;DAMWON Gaming;2622.0
121;LCK;KT Rolster;2608.5
121;LCK;Gen.G;2669.4
121;LCK;SANDBOX Gaming;2493.0
121;LCK;APK Prince;2545.9
121;LCK;Griffin;2513.5
121;LCK;Afreeca Freecs;2508.0
121;LCK;Hanwha Life Esports;2495.5
121;LCK;DRX;2728.0
121;LCK;Team Dynamics;
121;LCK;SeolHaeOne Prince;
122;LCK;T1;2816.2
122;LCK;DAMWON Gaming;2622.0
122;LCK;KT Rolster;2608.5
122;LCK;Gen.G;2669.4
122;LCK;SANDBOX Gaming;2493.0
122;LCK;APK Prince;2545.9
122;LCK;Griffin;2513.5
122;LCK;Afreeca Freecs;2508.0
122;LCK;Hanwha Life Esports;2495.5
122;LCK;DRX;2728.0
122;LCK;Team Dynamics;
122;LCK;SeolHaeOne Prince;
123;LCK;T1;2816.2
123;LCK;DAMWON Gaming;2622.0
123;LCK;KT Rolster;2608.5
123;LCK;Gen.G;2669.4
123;LCK;SANDBOX Gaming;2493.0
123;LCK;APK Prince;2545.9
123;LCK;Griffin;2513.5
123;LCK;Afreeca Freecs;2508.0
123;LCK;Hanwha Life Esports;2495.5
123;LCK;DRX;2728.0
123;LCK;Team Dynamics;
