day;region;team;elo
123;LCK;SeolHaeOne Prince;
124;LCK;T1;2816.2
124;LCK;DAMWON Gaming;2622.0
124;LCK;KT Rolster;2608.5
124;LCK;Gen.G;2669.4
124;LCK;SANDBOX Gaming;2493.0
124;LCK;APK Prince;2545.9
124;LCK;Griffin;2513.5
124;LCK;Afreeca Freecs;2508.0
124;LCK;Hanwha Life Esports;2495.5
124;LCK;DRX;2728.0
124;LCK;Team Dynamics;
124;LCK;SeolHaeOne Prince;
125;LCK;T1;2816.2
125;LCK;DAMWON Gaming;2622.0
125;LCK;KT Rolster;2608.5
125;LCK;Gen.G;2669.4
125;LCK;SANDBOX Gaming;2493.0
125;LCK;APK Prince;2545.9
125;LCK;Griffin;2513.5
125;LCK;Afreeca Freecs;2508.0
125;LCK;Hanwha Life Esports;2495.5
125;LCK;DRX;2728.0
125;LCK;Team Dynamics;
125;LCK;SeolHaeOne Prince;
126;LCK;T1;2816.2
126;LCK;DAMWON Gaming;2622.0
126;LCK;KT Rolster;2608.5
126;LCK;Gen.G;2669.4
126;LCK;SANDBOX Gaming;2493.0
126;LCK;APK Prince;2545.9
126;LCK;Griffin;2513.5
126;LCK;Afreeca Freecs;2508.0
126;LCK;Hanwha Life Esports;2495.5
126;LCK;DRX;2728.0
126;LCK;Team Dynamics;
126;LCK;SeolHaeOne Prince;
127;LCK;T1;2816.2
127;LCK;DAMWON Gaming;2622.0
127;LCK;KT Rolster;2608.5
127;LCK;Gen.G;2669.4
127;LCK;SANDBOX Gaming;2493.0
127;LCK;APK Prince;2545.9
127;LCK;Griffin;2513.5
127;LCK;Afreeca Freecs;2508.0
127;LCK;Hanwha Life Esports;2495.5
127;LCK;DRX;2728.0
127;LCK;Team Dynamics;
127;LCK;SeolHaeOne Prince;
128;LCK;T1;2816.2
128;LCK;DAMWON Gaming;2622.0
128;LCK;KT Rolster;2608.5
128;LCK;Gen.G;2669.4
128;LCK;SANDBOX Gaming;2493.0
128;LCK;APK Prince;2545.9
128;LCK;Griffin;2513.5
128;LCK;Afreeca Freecs;2508.0
128;LCK;Hanwha Life Esports;2495.5
128;LCK;DRX;2728.0
128;LCK;Team Dynamics;
128;LCK;SeolHaeOne Prince;
129;LCK;T1;2816.2
129;LCK;DAMWON Gaming;2622.0
129;LCK;KT Rolster;2608.5
129;LCK;Gen.G;2669.4
129;LCK;SANDBOX Gaming;2493.0
129;LCK;APK Prince;2545.9
129;LCK;Griffin;2513.5
129;LCK;Afreeca Freecs;2508.0
129;LCK;Hanwha Life Esports;2495.5
129;LCK;DRX;2728.0
129;LCK;Team Dynamics;
129;LCK;SeolHaeOne Prince;
130;LCK;T1;2816.2
130;LCK;DAMWON Gaming;2622.0
130;LCK;KT Rolster;2608.5
130;LCK;Gen.G;2669.4
130;LCK;SANDBOX Gaming;2493.0
130;LCK;APK Prince;2545.9
130;LCK;Griffin;2513.5
130;LCK;Afreeca Freecs;2508.0
130;LCK;Hanwha Life Esports;2495.5
130;LCK;DRX;2728.0
130;LCK;Team Dynamics;
130;LCK;SeolHaeOne Prince;
131;LCK;T1;2816.2
131;LCK;DAMWON Gaming;2622.0
131;LCK;KT Rolster;2608.5
131;LCK;Gen.G;2669.4
131;LCK;SANDBOX Gaming;2493.0
131;LCK;APK Prince;2545.9
131;LCK;Griffin;2513.5
131;LCK;Afreeca Freecs;2508.0
131;LCK;Hanwha Life Esports;2495.5
131;LCK;DRX;2728.0
131;LCK;Team Dynamics;
131;LCK;SeolHaeOne Prince;
132;LCK;T1;2816.2
132;LCK;DAMWON Gaming;2622.0
132;LCK;KT Rolster;2608.5
132;LCK;Gen.G;2669.4
132;LCK;SANDBOX Gaming;2493.0
132;LCK;APK Prince;2545.9
132;LCK;Griffin;2513.5
132;LCK;Afreeca Freecs;2508.0
132;LCK;Hanwha Life Esports;2495.5
132;LCK;DRX;2728.0
132;LCK;Team Dynamics;
132;LCK;SeolHaeOne Prince;
133;LCK;T1;2816.2
133;LCK;DAMWON Gaming;2622.0
133;LCK;KT Rolster;2608.5
133;LCK;Gen.G;2669.4
133;LCK;SANDBOX Gaming;2493.0
133;LCK;APK Prince;2545.9
133;LCK;Griffin;2513.5
133;LCK;Afreeca Freecs;2508.0
133;LCK;Hanwha Life Esports;2495.5
133;LCK;DRX;2728.0
133;LCK;Team Dynamics;
133;LCK;SeolHaeOne Prince;
134;LCK;T1;2816.2
134;LCK;DAMWON Gaming;2622.0
134;LCK;KT Rolster;2608.5
134;LCK;Gen.G;2669.4
134;LCK;SANDBOX Gaming;2493.0
134;LCK;APK Prince;2545.9
134;LCK;Griffin;2513.5
134;LCK;Afreeca Freecs;2508.0
134;LCK;Hanwha Life Esports;2495.5
134;LCK;DRX;2728.0
134;LCK;Team Dynamics;
134;LCK;SeolHaeOne Prince;
135;LCK;T1;2816.2
135;LCK;DAMWON Gaming;2622.0
135;LCK;KT Rolster;2608.5
135;LCK;Gen.G;2669.4
135;LCK;SANDBOX Gaming;2493.0
135;LCK;APK Prince;2545.9
135;LCK;Griffin;2513.5
135;LCK;Afreeca Freecs;2508.0
135;LCK;Hanwha Life Esports;2495.5
135;LCK;DRX;2728.0
135;LCK;Team Dynamics;
135;LCK;SeolHaeOne Prince;
136;LCK;T1;2816.2
136;LCK;DAMWON Gaming;2622.0
136;LCK;KT Rolster;2608.5
136;LCK;Gen.G;2669.4
136;LCK;SANDBOX Gaming;2493.0
136;LCK;APK Prince;2545.9
136;LCK;Griffin;2513.5
136;LCK;Afreeca Freecs;2508.0
136;LCK;Hanwha Life Esports;2495.5
136;LCK;DRX;2728.0
136;LCK;Team Dynamics;
136;LCK;SeolHaeOne Prince;
137;LCK;T1;2816.2
137;LCK;DAMWON Gaming;2622.0
137;LCK;KT Rolster;2608.5
137;LCK;Gen.G;2669.4
137;LCK;SANDBOX Gaming;2493.0
137;LCK;APK Prince;2545.9
137;LCK;Griffin;2513.5
137;LCK;Afreeca Freecs;2508.0
137;LCK;Hanwha Life Esports;2495.5
137;LCK;DRX;2728.0
137;LCK;Team Dynamics;
137;LCK;SeolHaeOne Prince;
138;LCK;T1;2816.2
138;LCK;DAMWON Gaming;2622.0
138;LCK;KT Rolster;2608.5
138;LCK;Gen.G;2669.4
138;LCK;SANDBOX Gaming;2493.0
138;LCK;APK Prince;2545.9
138;LCK;Griffin;2513.5
138;LCK;Afreeca Freecs;2508.0
138;LCK;Hanwha Life Esports;2495.5
138;LCK;DRX;2728.0
138;LCK;Team Dynamics;
138;LCK;SeolHaeOne Prince;
139;LCK;T1;2816.2
139;LCK;DAMWON Gaming;2622.0
139;LCK;KT Rolster;2608.5
139;LCK;Gen.G;2669.4
139;LCK;SANDBOX Gaming;2493.0
139;LCK;APK Prince;2545.9
139;LCK;Griffin;2513.5
139;LCK;Afreeca Freecs;2508.0
139;LCK;Hanwha Life Esports;2495.5
139;LCK;DRX;2728.0
139;LCK;Team Dynamics;
139;LCK;SeolHaeOne Prince;
140;LCK;T1;2816.2
140;LCK;DAMWON Gaming;2622.0
140;LCK;KT Rolster;2608.5
140;LCK;Gen.G;2669.4
140;LCK;SANDBOX Gaming;2493.0
140;LCK;APK Prince;2545.9
140;LCK;Griffin;2513.5
140;LCK;Afreeca Freecs;2508.0
140;LCK;Hanwha Life Esports;2495.5
140;LCK;DRX;2728.0
140;LCK;Team Dynamics;
140;LCK;SeolHaeOne Prince;
141;LCK;T1;2816.2
141;LCK;DAMWON Gaming;2622.0
141;LCK;KT Rolster;2608.5
141;LCK;Gen.G;2669.4
141;LCK;SANDBOX Gaming;2493.0
141;LCK;APK Prince;2545.9
141;LCK;Griffin;2513.5
141;LCK;Afreeca Freecs;2508.0
141;LCK;Hanwha Life Esports;2495.5
141;LCK;DRX;2728.0
141;LCK;Team Dynamics;
141;LCK;SeolHaeOne Prince;
142;LCK;T1;2816.2
142;LCK;DAMWON Gaming;2622.0
142;LCK;KT Rolster;2608.5
142;LCK;Gen.G;2669.4
142;LCK;SANDBOX Gaming;2493.0
142;LCK;APK Prince;2545.9
142;LCK;Griffin;2513.5
142;LCK;Afreeca Freecs;2508.0
142;LCK;Hanwha Life Esports;2495.5
142;LCK;DRX;2728.0
142;LCK;Team Dynamics;
142;LCK;SeolHaeOne Prince;
143;LCK;T1;2816.2
143;LCK;DAMWON Gaming;2622.0
143;LCK;KT Rolster;2608.5
143;LCK;Gen.G;2669.4
143;LCK;SANDBOX Gaming;2493.0
143;LCK;APK Prince;2545.9
143;LCK;Griffin;2513.5
143;LCK;Afreeca Freecs;2508.0
143;LCK;Hanwha Life Esports;2495.5
143;LCK;DRX;2728.0
143;LCK;Team Dynamics;
143;LCK;SeolHaeOne Prince;
144;LCK;T1;2816.2
144;LCK;DAMWON Gaming;2622.0
144;LCK;KT Rolster;2608.5
144;LCK;Gen.G;2669.4
144;LCK;SANDBOX Gaming;2493.0
144;LCK;APK Prince;2545.9
144;LCK;Griffin;2513.5
144;LCK;Afreeca Freecs;2508.0
144;LCK;Hanwha Life Esports;2495.5
144;LCK;DRX;2728.0
144;LCK;Team Dynamics;
144;LCK;SeolHaeOne Prince;
145;LCK;T1;2816.2
145;LCK;DAMWON Gaming;2622.0
145;LCK;KT Rolster;2608.5
145;LCK;Gen.G;2669.4
145;LCK;SANDBOX Gaming;2493.0
145;LCK;APK Prince;2545.9
145;LCK;Griffin;2513.5
145;LCK;Afreeca Freecs;2508.0
145;LCK;Hanwha Life Esports;2495.5
145;LCK;DRX;2728.0
145;LCK;Team Dynamics;
145;LCK;SeolHaeOne Prince;
146;LCK;T1;2816.2
146;LCK;DAMWON Gaming;2622.0
146;LCK;KT Rolster;2608.5
146;LCK;Gen.G;2669.4
146;LCK;SANDBOX Gaming;2493.0
146;LCK;APK Prince;2545.9
146;LCK;Griffin;2513.5
146;LCK;Afreeca Freecs;2508.0
146;LCK;Hanwha Life Esports;2495.5
146;LCK;DRX;2728.0
146;LCK;Team Dynamics;
146;LCK;SeolHaeOne Prince;
147;LCK;T1;2816.2
147;LCK;DAMWON Gaming;2622.0
147;LCK;KT Rolster;2608.5
147;LCK;Gen.G;2669.4
147;LCK;SANDBOX Gaming;2493.0
147;LCK;APK Prince;2545.9
147;LCK;Griffin;2513.5
147;LCK;Afreeca Freecs;2508.0
147;LCK;Hanwha Life Esports;2495.5
147;LCK;DRX;2728.0
147;LCK;Team Dynamics;
147;LCK;SeolHaeOne Prince;
148;LCK;T1;2816.2
148;LCK;DAMWON Gaming;2622.0
148;LCK;KT Rolster;2608.5
148;LCK;Gen.G;2669.4
148;LCK;SANDBOX Gaming;2493.0
148;LCK;APK Prince;2545.9
148;LCK;Griffin;2513.5
148;LCK;Afreeca Freecs;2508.0
148;LCK;Hanwha Life Esports;2495.5
148;LCK;DRX;2728.0
148;LCK;Team Dynamics;
148;LCK;SeolHaeOne Prince;
149;LCK;T1;2816.2
149;LCK;DAMWON Gaming;2622.0
149;LCK;KT Rolster;2608.5
149;LCK;Gen.G;2669.4
149;LCK;SANDBOX Gaming;2493.0
149;LCK;APK Prince;2545.9
149;LCK;Griffin;2513.5
149;LCK;Afreeca Freecs;2508.0
149;LCK;Hanwha Life Esports;2495.5
149;LCK;DRX;2728.0
149;LCK;Team Dynamics;
149;LCK;SeolHaeOne Prince;
150;LCK;T1;2816.2
150;LCK;DAMWON Gaming;2622.0
150;LCK;KT Rolster;2608.5
150;LCK;Gen.G;2669.4
150;LCK;SANDBOX Gaming;2493.0
150;LCK;APK Prince;2545.9
150;LCK;Griffin;2513.5
150;LCK;Afreeca Freecs;2508.0
150;LCK;Hanwha Life Esports;2495.5
150;LCK;DRX;2728.0
150;LCK;Team Dynamics;
150;LCK;SeolHaeOne Prince;
151;LCK;T1;2816.2
151;LCK;DAMWON Gaming;2622.0
151;LCK;KT Rolster;2608.5
151;LCK;Gen.G;2669.4
151;LCK;SANDBOX Gaming;2493.0
151;LCK;APK Prince;2545.9
151;LCK;Griffin;2513.5
151;LCK;Afreeca Freecs;2508.0
151;LCK;Hanwha Life Esports;2495.5
151;LCK;DRX;2728.0
151;LCK;Team Dynamics;
151;LCK;SeolHaeOne Prince;
152;LCK;T1;2816.2
152;LCK;DAMWON Gaming;2622.0
152;LCK;KT Rolster;2608.5
152;LCK;Gen.G;2669.4
152;LCK;SANDBOX Gaming;2493.0
152;LCK;APK Prince;2545.9
152;LCK;Griffin;2513.5
152;LCK;Afreeca Freecs;2508.0
152;LCK;Hanwha Life Esports;2495.5
152;LCK;DRX;2728.0
152;LCK;Team Dynamics;
152;LCK;SeolHaeOne Prince;
153;LCK;T1;2816.2
153;LCK;DAMWON Gaming;2622.0
153;LCK;KT Rolster;2608.5
153;LCK;Gen.G;2669.4
153;LCK;SANDBOX Gaming;2493.0
153;LCK;APK Prince;2545.9
153;LCK;Griffin;2513.5
153;LCK;Afreeca Freecs;2508.0
153;LCK;Hanwha Life Esports;2495.5
153;LCK;DRX;2728.0
153;LCK;Team Dynamics;
153;LCK;SeolHaeOne Prince;
154;LCK;T1;2816.2
154;LCK;DAMWON Gaming;2622.0
154;LCK;KT Rolster;2608.5
154;LCK;Gen.G;2669.4
154;LCK;SANDBOX Gaming;2493.0
154;LCK;APK Prince;2545.9
154;LCK;Griffin;2513.5
154;LCK;Afreeca Freecs;2508.0
154;LCK;Hanwha Life Esports;2495.5
154;LCK;DRX;2728.0
154;LCK;Team Dynamics;
154;LCK;SeolHaeOne Prince;
155;LCK;T1;2816.2
155;LCK;DAMWON Gaming;2622.0
155;LCK;KT Rolster;2608.5
155;LCK;Gen.G;2669.4
155;LCK;SANDBOX Gaming;2493.0
155;LCK;APK Prince;2545.9
155;LCK;Griffin;2513.5
155;LCK;Afreeca Freecs;2508.0
155;LCK;Hanwha Life Esports;2495.5
155;LCK;DRX;2728.0
155;LCK;Team Dynamics;
155;LCK;SeolHaeOne Prince;
156;LCK;T1;2816.2
156;LCK;DAMWON Gaming;2622.0
156;LCK;KT Rolster;2608.5
156;LCK;Gen.G;2669.4
156;LCK;SANDBOX Gaming;2493.0
156;LCK;APK Prince;2545.9
156;LCK;Griffin;2513.5
156;LCK;Afreeca Freecs;2508.0
156;LCK;Hanwha Life Esports;2495.5
156;LCK;DRX;2728.0
156;LCK;Team Dynamics;
156;LCK;SeolHaeOne Prince;
157;LCK;T1;2816.2
157;LCK;DAMWON Gaming;2622.0
157;LCK;KT Rolster;2608.5
157;LCK;Gen.G;2669.4
157;LCK;SANDBOX Gaming;2493.0
157;LCK;APK Prince;2545.9
157;LCK;Griffin;2513.5
157;LCK;Afreeca Freecs;2508.0
157;LCK;Hanwha Life Esports;2495.5
157;LCK;DRX;2728.0
157;LCK;Team Dynamics;
157;LCK;SeolHaeOne Prince;
158;LCK;T1;2816.2
158;LCK;DAMWON Gaming;2622.0
158;LCK;KT Rolster;2608.5
158;LCK;Gen.G;2669.4
158;LCK;SANDBOX Gaming;2493.0
158;LCK;APK Prince;2545.9
158;LCK;Griffin;2513.5
158;LCK;Afreeca Freecs;2508.0
158;LCK;Hanwha Life Esports;2495.5
158;LCK;DRX;2728.0
158;LCK;Team Dynamics;
158;LCK;SeolHaeOne Prince;
159;LCK;T1;2816.2
159;LCK;DAMWON Gaming;2622.0
159;LCK;KT Rolster;2608.5
159;LCK;Gen.G;2669.4
159;LCK;SANDBOX Gaming;2493.0
159;LCK;APK Prince;2545.9
159;LCK;Griffin;2513.5
159;LCK;Afreeca Freecs;2508.0
159;LCK;Hanwha Life Esports;2495.5
159;LCK;DRX;2728.0
159;LCK;Team Dynamics;
159;LCK;SeolHaeOne Prince;
160;LCK;T1;2816.2
160;LCK;DAMWON Gaming;2622.0
160;LCK;KT Rolster;2608.5
160;LCK;Gen.G;2669.4
160;LCK;SANDBOX Gaming;2493.0
160;LCK;APK Prince;2545.9
160;LCK;Griffin;2513.5
160;LCK;Afreeca Freecs;2508.0
160;LCK;Hanwha Life Esports;2495.5
160;LCK;DRX;2728.0
160;LCK;Team Dynamics;
160;LCK;SeolHaeOne Prince;
161;LCK;T1;2816.2
161;LCK;DAMWON Gaming;2622.0
161;LCK;KT Rolster;2608.5
161;LCK;Gen.G;2669.4
161;LCK;SANDBOX Gaming;2493.0
161;LCK;APK Prince;2545.9
161;LCK;Griffin;2513.5
161;LCK;Afreeca Freecs;2508.0
161;LCK;Hanwha Life Esports;2495.5
161;LCK;DRX;2728.0
161;LCK;Team Dynamics;
161;LCK;SeolHaeOne Prince;
162;LCK;T1;2816.2
162;LCK;DAMWON Gaming;2622.0
162;LCK;KT Rolster;2608.5
162;LCK;Gen.G;2669.4
162;LCK;SANDBOX Gaming;2493.0
162;LCK;APK Prince;2545.9
162;LCK;Griffin;2513.5
162;LCK;Afreeca Freecs;2508.0
162;LCK;Hanwha Life Esports;2495.5
162;LCK;DRX;2728.0
162;LCK;Team Dynamics;
162;LCK;SeolHaeOne Prince;
163;LCK;T1;2816.2
163;LCK;DAMWON Gaming;2622.0
163;LCK;KT Rolster;2608.5
163;LCK;Gen.G;2669.4
163;LCK;SANDBOX Gaming;2493.0
163;LCK;APK Prince;2545.9
163;LCK;Griffin;2513.5
163;LCK;Afreeca Freecs;2508.0
163;LCK;Hanwha Life Esports;2495.5
163;LCK;DRX;2728.0
163;LCK;Team Dynamics;
163;LCK;SeolHaeOne Prince;
164;LCK;T1;2816.2
164;LCK;DAMWON Gaming;2622.0
164;LCK;KT Rolster;2608.5
164;LCK;Gen.G;2669.4
164;LCK;SANDBOX Gaming;2493.0
164;LCK;APK Prince;2545.9
164;LCK;Griffin;2513.5
164;LCK;Afreeca Freecs;2508.0
164;LCK;Hanwha Life Esports;2495.5
164;LCK;DRX;2728.0
164;LCK;Team Dynamics;
164;LCK;SeolHaeOne Prince;
165;LCK;T1;2816.2
165;LCK;DAMWON Gaming;2622.0
165;LCK;KT Rolster;2608.5
165;LCK;Gen.G;2669.4
165;LCK;SANDBOX Gaming;2493.0
165;LCK;APK Prince;2545.9
165;LCK;Griffin;2513.5
165;LCK;Afreeca Freecs;2508.0
165;LCK;Hanwha Life Esports;2495.5
165;LCK;DRX;2728.0
165;LCK;Team Dynamics;
165;LCK;SeolHaeOne Prince;
166;LCK;T1;2816.2
166;LCK;DAMWON Gaming;2622.0
166;LCK;KT Rolster;2608.5
166;LCK;Gen.G;2669.4
166;LCK;SANDBOX Gaming;2493.0
166;LCK;APK Prince;2545.9
166;LCK;Griffin;2513.5
166;LCK;Afreeca Freecs;2508.0
166;LCK;Hanwha Life Esports;2495.5
166;LCK;DRX;2728.0
166;LCK;Team Dynamics;
166;LCK;SeolHaeOne Prince;
167;LCK;T1;2816.2
167;LCK;DAMWON Gaming;2622.0
167;LCK;KT Rolster;2608.5
167;LCK;Gen.G;2669.4
167;LCK;SANDBOX Gaming;2493.0
167;LCK;APK Prince;2545.9
167;LCK;Griffin;2513.5
167;LCK;Afreeca Freecs;2508.0
167;LCK;Hanwha Life Esports;2495.5
167;LCK;DRX;2728.0
167;LCK;Team Dynamics;
167;LCK;SeolHaeOne Prince;
168;LCK;T1;2816.2
168;LCK;DAMWON Gaming;2622.0
168;LCK;KT Rolster;2608.5
168;LCK;Gen.G;2669.4
168;LCK;SANDBOX Gaming;2493.0
168;LCK;APK Prince;2545.9
168;LCK;Griffin;2513.5
168;LCK;Afreeca Freecs;2508.0
168;LCK;Hanwha Life Esports;2495.5
168;LCK;DRX;2728.0
168;LCK;Team Dynamics;
168;LCK;SeolHaeOne Prince;
169;LCK;T1;2769.4
169;LCK;DAMWON Gaming;2622.0
169;LCK;KT Rolster;2608.5
169;LCK;Gen.G;2669.4
169;LCK;SANDBOX Gaming;2445.2
169;LCK;APK Prince;2545.9
169;LCK;Griffin;2513.5
169;LCK;Afreeca Freecs;2555.8
169;LCK;Hanwha Life Esports;2495.5
169;LCK;DRX;2774.8
169;LCK;Team Dynamics;
169;LCK;SeolHaeOne Prince;
170;LCK;T1;2769.4
170;LCK;DAMWON Gaming;2622.0
170;LCK;KT Rolster;2557.3
170;LCK;Gen.G;2669.4
170;LCK;SANDBOX Gaming;2445.2
170;LCK;APK Prince;2545.9
170;LCK;Griffin;2513.5
170;LCK;Afreeca Freecs;2555.8
170;LCK;Hanwha Life Esports;2469.0
170;LCK;DRX;2774.8
170;LCK;Team Dynamics;2651.2
170;LCK;SeolHaeOne Prince;2626.5
171;LCK;T1;2769.4
171;LCK;DAMWON Gaming;2648.5
171;LCK;KT Rolster;2557.3
171;LCK;Gen.G;2642.9
171;LCK;SANDBOX Gaming;2418.7
171;LCK;APK Prince;2545.9
171;LCK;Griffin;2513.5
171;LCK;Afreeca Freecs;2555.8
171;LCK;Hanwha Life Esports;2469.0
171;LCK;DRX;2801.3
171;LCK;Team Dynamics;2651.2
171;LCK;SeolHaeOne Prince;2626.5
172;LCK;T1;2780.7
172;LCK;DAMWON Gaming;2648.5
172;LCK;KT Rolster;2557.3
172;LCK;Gen.G;2642.9
172;LCK;SANDBOX Gaming;2418.7
172;LCK;APK Prince;2545.9
172;LCK;Griffin;2513.5
172;LCK;Afreeca Freecs;2603.3
172;LCK;Hanwha Life Esports;2457.7
172;LCK;DRX;2801.3
172;LCK;Team Dynamics;2603.7
172;LCK;SeolHaeOne Prince;2626.5
173;LCK;T1;2780.7
173;LCK;DAMWON Gaming;2695.3
173;LCK;KT Rolster;2528.9
173;LCK;Gen.G;2671.3
173;LCK;SANDBOX Gaming;2418.7
173;LCK;APK Prince;2545.9
173;LCK;Griffin;2513.5
173;LCK;Afreeca Freecs;2603.3
173;LCK;Hanwha Life Esports;2457.7
173;LCK;DRX;2801.3
173;LCK;Team Dynamics;2603.7
173;LCK;SeolHaeOne Prince;2579.7
174;LCK;T1;2780.7
174;LCK;DAMWON Gaming;2695.3
174;LCK;KT Rolster;2528.9
174;LCK;Gen.G;2671.3
174;LCK;SANDBOX Gaming;2418.7
174;LCK;APK Prince;2545.9
174;LCK;Griffin;2513.5
174;LCK;Afreeca Freecs;2603.3
174;LCK;Hanwha Life Esports;2457.7
174;LCK;DRX;2801.3
174;LCK;Team Dynamics;2603.7
174;LCK;SeolHaeOne Prince;2579.7
175;LCK;T1;2780.7
175;LCK;DAMWON Gaming;2695.3
175;LCK;KT Rolster;2528.9
175;LCK;Gen.G;2671.3
175;LCK;SANDBOX Gaming;2418.7
175;LCK;APK Prince;2545.9
175;LCK;Griffin;2513.5
175;LCK;Afreeca Freecs;2603.3
175;LCK;Hanwha Life Esports;2457.7
175;LCK;DRX;2801.3
175;LCK;Team Dynamics;2603.7
175;LCK;SeolHaeOne Prince;2579.7
176;LCK;T1;2780.7
176;LCK;DAMWON Gaming;2695.3
176;LCK;KT Rolster;2568.8
176;LCK;Gen.G;2671.3
176;LCK;SANDBOX Gaming;2418.7
176;LCK;APK Prince;2545.9
176;LCK;Griffin;2513.5
176;LCK;Afreeca Freecs;2603.3
176;LCK;Hanwha Life Esports;2417.8
176;LCK;DRX;2801.3
176;LCK;Team Dynamics;2638.6
176;LCK;SeolHaeOne Prince;2544.8
177;LCK;T1;2780.7
177;LCK;DAMWON Gaming;2655.2
177;LCK;KT Rolster;2568.8
177;LCK;Gen.G;2711.4
177;LCK;SANDBOX Gaming;2411.2
177;LCK;APK Prince;2545.9
177;LCK;Griffin;2513.5
177;LCK;Afreeca Freecs;2603.3
177;LCK;Hanwha Life Esports;2417.8
177;LCK;DRX;2808.8
177;LCK;Team Dynamics;2638.6
177;LCK;SeolHaeOne Prince;2544.8
178;LCK;T1;2800.6
178;LCK;DAMWON Gaming;2655.2
178;LCK;KT Rolster;2568.8
178;LCK;Gen.G;2711.4
178;LCK;SANDBOX Gaming;2411.2
178;LCK;APK Prince;2545.9
178;LCK;Griffin;2513.5
178;LCK;Afreeca Freecs;2583.4
178;LCK;Hanwha Life Esports;2395.9
178;LCK;DRX;2808.8
178;LCK;Team Dynamics;2660.5
178;LCK;SeolHaeOne Prince;2544.8
179;LCK;T1;2800.6
179;LCK;DAMWON Gaming;2693.0
179;LCK;KT Rolster;2531.0
179;LCK;Gen.G;2739.1
179;LCK;SANDBOX Gaming;2411.2
179;LCK;APK Prince;2545.9
179;LCK;Griffin;2513.5
179;LCK;Afreeca Freecs;2583.4
179;LCK;Hanwha Life Esports;2395.9
179;LCK;DRX;2808.8
179;LCK;Team Dynamics;2660.5
179;LCK;SeolHaeOne Prince;2517.1
180;LCK;T1;2810.2
180;LCK;DAMWON Gaming;2693.0
180;LCK;KT Rolster;2531.0
180;LCK;Gen.G;2739.1
180;LCK;SANDBOX Gaming;2401.6
180;LCK;APK Prince;2545.9
180;LCK;Griffin;2513.5
180;LCK;Afreeca Freecs;2561.9
180;LCK;Hanwha Life Esports;2395.9
180;LCK;DRX;2830.3
180;LCK;Team Dynamics;2660.5
180;LCK;SeolHaeOne Prince;2517.1
181;LCK;T1;2810.2
181;LCK;DAMWON Gaming;2693.0
181;LCK;KT Rolster;2531.0
181;LCK;Gen.G;2739.1
181;LCK;SANDBOX Gaming;2401.6
181;LCK;APK Prince;2545.9
181;LCK;Griffin;2513.5
181;LCK;Afreeca Freecs;2561.9
181;LCK;Hanwha Life Esports;2395.9
181;LCK;DRX;2830.3
181;LCK;Team Dynamics;2660.5
181;LCK;SeolHaeOne Prince;2517.1
182;LCK;T1;2810.2
182;LCK;DAMWON Gaming;2693.0
182;LCK;KT Rolster;2531.0
182;LCK;Gen.G;2739.1
182;LCK;SANDBOX Gaming;2401.6
182;LCK;APK Prince;2545.9
182;LCK;Griffin;2513.5
182;LCK;Afreeca Freecs;2561.9
182;LCK;Hanwha Life Esports;2395.9
182;LCK;DRX;2830.3
182;LCK;Team Dynamics;2660.5
182;LCK;SeolHaeOne Prince;2517.1
183;LCK;T1;2743.9
183;LCK;DAMWON Gaming;2759.3
183;LCK;KT Rolster;2531.0
183;LCK;Gen.G;2751.6
183;LCK;SANDBOX Gaming;2389.1
183;LCK;APK Prince;2545.9
183;LCK;Griffin;2513.5
183;LCK;Afreeca Freecs;2561.9
183;LCK;Hanwha Life Esports;2395.9
183;LCK;DRX;2830.3
183;LCK;Team Dynamics;2660.5
183;LCK;SeolHaeOne Prince;2517.1
184;LCK;T1;2743.9
184;LCK;DAMWON Gaming;2759.3
184;LCK;KT Rolster;2531.0
184;LCK;Gen.G;2751.6
184;LCK;SANDBOX Gaming;2389.1
184;LCK;APK Prince;2545.9
184;LCK;Griffin;2513.5
184;LCK;Afreeca Freecs;2589.7
184;LCK;Hanwha Life Esports;2368.1
184;LCK;DRX;2857.6
184;LCK;Team Dynamics;2633.2
184;LCK;SeolHaeOne Prince;2517.1
185;LCK;T1;2795.0
185;LCK;DAMWON Gaming;2759.3
185;LCK;KT Rolster;2579.0
185;LCK;Gen.G;2700.5
185;LCK;SANDBOX Gaming;2389.1
185;LCK;APK Prince;2545.9
185;LCK;Griffin;2513.5
185;LCK;Afreeca Freecs;2589.7
185;LCK;Hanwha Life Esports;2368.1
185;LCK;DRX;2857.6
185;LCK;Team Dynamics;2633.2
185;LCK;SeolHaeOne Prince;2469.1
186;LCK;T1;2795.0
186;LCK;DAMWON Gaming;2768.8
186;LCK;KT Rolster;2579.0
186;LCK;Gen.G;2700.5
186;LCK;SANDBOX Gaming;2449.3
186;LCK;APK Prince;2545.9
186;LCK;Griffin;2513.5
186;LCK;Afreeca Freecs;2589.7
186;LCK;Hanwha Life Esports;2358.6
186;LCK;DRX;2857.6
186;LCK;Team Dynamics;2573.0
186;LCK;SeolHaeOne Prince;2469.1
187;LCK;T1;2795.0
187;LCK;DAMWON Gaming;2768.8
187;LCK;KT Rolster;2530.5
187;LCK;Gen.G;2700.5
187;LCK;SANDBOX Gaming;2449.3
187;LCK;APK Prince;2545.9
187;LCK;Griffin;2513.5
187;LCK;Afreeca Freecs;2638.2
